ip.version,ip.hdr_len,ip.tos,ip.id,ip.flags,ip.flags.rb,ip.flags.df,ip.flags.mf,ip.frag_offset,ip.ttl,ip.proto,ip.checksum,ip.src,ip.dst,ip.len,ip.dsfield,tcp.srcport,tcp.dstport,tcp.seq,tcp.ack,tcp.len,tcp.hdr_len,tcp.flags,tcp.flags.fin,tcp.flags.syn,tcp.flags.reset,tcp.flags.push,tcp.flags.ack,tcp.flags.urg,tcp.flags.cwr,tcp.window_size,tcp.checksum,tcp.urgent_pointer,tcp.options.mss_val
"4","20",,"0xd98f","0x00","0","0","0","0","64","6","0x6172","192.168.1.2","54.218.71.74","40","0x00","49953","443","1","1","0","20","0x0010","0","0","0","0","1","0","0","2048","0xaf78","0",
"4","20",,"0x0b1e","0x02","0","1","0","0","32","6","0x0fb8","54.218.71.74","192.168.1.2","52","0x20","443","49953","1","2","0","32","0x0010","0","0","0","0","1","0","0","219","0x46fe","0",
"4","20",,"0x406c","0x00","0","0","0","0","64","6","0x8d6a","192.168.1.2","13.249.221.86","40","0x00","49960","443","1","1","0","20","0x0010","0","0","0","0","1","0","0","2048","0xb568","0",
"4","20",,"0x3bf4","0x00","0","0","0","0","64","6","0x9273","192.168.1.2","18.161.216.29","40","0x00","49958","443","1","1","0","20","0x0010","0","0","0","0","1","0","0","2048","0xd601","0",
"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4","20",,"0x0a0d","0x02","0","1","0","0","55","6","0xe406","162.247.241.14","192.168.1.2","52","0x00","443","49562","403","1058","0","32","0x0010","0","0","0","0","1","0","0","8","0x81da","0",
"4","20",,"0x0000","0x02","0","1","0","0","64","6","0xe513","192.168.1.2","162.247.241.14","52","0x00","49562","443","1058","404","0","32","0x0010","0","0","0","0","1","0","0","2048","0x791d","0",
"4","20",,"0x0632","0x00","0","0","0","0","242","6","0x1598","13.249.221.86","192.168.1.2","52","0x00","443","49960","1","2","0","32","0x0010","0","0","0","0","1","0","0","133","0x75a3","0",
"4","20",,"0x91a5","0x00","0","0","0","0","244","6","0x88b5","18.161.216.29","192.168.1.2","52","0x00","443","49958","1","2","0","32","0x0010","0","0","0","0","1","0","0","198","0x2e1c","0",
"4","20",,"0x8007","0x02","0","1","0","0","55","6","0x2bf5","104.17.108.108","192.168.1.2","466","0x02","443","49969","1","1","414","32","0x0018","0","0","0","1","1","0","0","8","0xa209","0",
"4","20",,"0x0000","0x02","0","1","0","0","64","6","0xa49c","192.168.1.2","104.17.108.108","52","0x00","49969","443","1","415","0","32","0x0010","0","0","0","0","1","0","0","2041","0xdc89","0",
"4","20",,"0x0000","0x02","0","1","0","0","64","6","0xa33d","192.168.1.2","104.17.108.108","401","0x02","49969","443","1","415","349","32","0x0018","0","0","0","1","1","0","0","2048","0xd9c9","0",
"4","20",,"0x8008","0x02","0","1","0","0","55","6","0x2d94","104.17.108.108","192.168.1.2","52","0x00","443","49969","415","350","0","32","0x0010","0","0","0","0","1","0","0","8","0xe2aa","0",
"4","20",,"0x863c","0x00","0","0","0","0","64","6","0x482b","192.168.1.2","18.161.216.29","40","0x00","49956","443","1","1","0","20","0x0010","0","0","0","0","1","0","0","2048","0x53d4","0",
"4","20",,"0x2f7c","0x00","0","0","0","0","64","6","0x9eeb","192.168.1.2","18.161.216.29","40","0x00","49955","443","1","1","0","20","0x0010","0","0","0","0","1","0","0","2048","0xc3f6","0",
"4","20",,"0x49b7","0x00","0","0","0","0","245","6","0xcfa3","18.161.216.29","192.168.1.2","52","0x00","443","49956","1","2","0","32","0x0010","0","0","0","0","1","0","0","153","0xa0ee","0",
"4","20",,"0x7d9f","0x00","0","0","0","0","244","6","0x9cbb","18.161.216.29","192.168.1.2","52","0x00","443","49955","1","2","0","32","0x0010","0","0","0","0","1","0","0","153","0xf605","0",
"4","20",,"0xa66f","0x00","0","0","0","0","64","6","0x27f8","192.168.1.2","18.161.216.29","40","0x00","49957","443","1","1","0","20","0x0010","0","0","0","0","1","0","0","2048","0x95ca","0",
"4","20",,"0xe3ff","0x00","0","0","0","0","245","6","0x355b","18.161.216.29","192.168.1.2","52","0x00","443","49957","1","2","0","32","0x0010","0","0","0","0","1","0","0","153","0x5885","0",
"4","20",,"0x6db9","0x00","0","0","0","0","64","6","0xbf85","192.168.1.2","52.205.87.26","40","0x00","49962","443","1","1","0","20","0x0010","0","0","0","0","1","0","0","2048","0x4784","0",
"4","20",,"0xfb86","0x02","0","1","0","0","42","6","0xfd3f","54.227.95.54","192.168.1.2","76","0x22","443","49890","25","29","24","32","0x0018","0","0","0","1","1","0","0","530","0x313e","0",
"4","20",,"0x0000","0x02","0","1","0","0","64","6","0xe300","192.168.1.2","54.227.95.54","52","0x00","49890","443","29","49","0","32","0x0010","0","0","0","0","1","0","0","2048","0x6ab8","0",
"4","20",,"0x0000","0x02","0","1","0","0","64","6","0xe2e2","192.168.1.2","54.227.95.54","80","0x02","49890","443","29","49","28","32","0x0018","0","0","0","1","1","0","0","2048","0x3611","0",
"4","20",,"0xc67c","0x02","0","1","0","0","238","6","0x7895","52.205.87.26","192.168.1.2","52","0x20","443","49962","1","2","0","32","0x0010","0","0","0","0","1","0","0","110","0x2726","0",
"4","20",,"0xb0be","0x02","0","1","0","0","55","6","0xfc3d","104.17.107.108","192.168.1.2","466","0x02","443","49776","1","1","414","32","0x0018","0","0","0","1","1","0","0","8","0x6263","0",
"4","20",,"0xfb87","0x02","0","1","0","0","42","6","0xfd58","54.227.95.54","192.168.1.2","52","0x20","443","49890","49","57","0","32","0x0010","0","0","0","0","1","0","0","530","0x6fa2","0",
"4","20",,"0x0000","0x02","0","1","0","0","64","6","0xa59c","192.168.1.2","104.17.107.108","52","0x00","49776","443","1","415","0","32","0x0010","0","0","0","0","1","0","0","2048","0x01c6","0",
"4","20",,"0x0000","0x02","0","1","0","0","64","6","0xa43d","192.168.1.2","104.17.107.108","401","0x02","49776","443","1","415","349","32","0x0018","0","0","0","1","1","0","0","2048","0xc69a","0",
"4","20",,"0xb0bf","0x02","0","1","0","0","55","6","0xfddc","104.17.107.108","192.168.1.2","52","0x00","443","49776","415","350","0","32","0x0010","0","0","0","0","1","0","0","8","0x080b","0",
"4","20",,"0x2fd3","0x00","0","0","0","0","64","6","0x9e94","192.168.1.2","18.161.216.29","40","0x00","49954","443","1","1","0","20","0x0010","0","0","0","0","1","0","0","4636","0x009d","0",
"4","20",,"0x0564","0x00","0","0","0","0","244","6","0x14f7","18.161.216.29","192.168.1.2","52","0x00","443","49954","1","2","0","32","0x0010","0","0","0","0","1","0","0","220","0xd370","0",
"4","20",,"0xc2d1","0x00","0","0","0","0","1","17","0x53de","192.168.1.2","224.0.0.251","152","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x0000","0x02","0","1","0","0","255","17","0xf2cc","192.168.1.8","192.168.1.2","1477","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0xc012","0x00","0","0","0","0","64","6","0x0e55","192.168.1.2","18.161.216.29","40","0x00","49959","443","1","1","0","20","0x0010","0","0","0","0","1","0","0","2449","0x74c5","0",
"4","20",,"0x8f2e","0x00","0","0","0","0","64","6","0x57ad","192.168.1.2","142.250.67.80","40","0x00","49813","443","1","1","0","20","0x0010","0","0","0","0","1","0","0","2048","0x0c97","0",
"4","20",,"0x42f4","0x00","0","0","0","0","245","6","0xd666","18.161.216.29","192.168.1.2","52","0x00","443","49959","1","2","0","32","0x0010","0","0","0","0","1","0","0","175","0xc5e8","0",
"4","20",,"0xfcd4","0x00","0","0","0","0","119","6","0xb2fa","142.250.67.80","192.168.1.2","52","0x00","443","49813","1","2","0","32","0x0010","0","0","0","0","1","0","0","265","0x82ad","0",
"6",,,,,,,,,,,,,,,,"50013","49637","699","529","349","32","0x0018","0","0","0","1","1","0","0","157","0x631a","0",
"6",,,,,,,,,,,,,,,,"49637","50013","529","1048","0","32","0x0010","0","0","0","0","1","0","0","2048","0xcb78","0",
"6",,,,,,,,,,,,,,,,"49637","50013","529","1048","264","32","0x0018","0","0","0","1","1","0","0","2048","0x6bba","0",
"6",,,,,,,,,,,,,,,,"50013","49637","1048","793","0","32","0x0010","0","0","0","0","1","0","0","157","0xd161","0",
"6",,,,,,,,,,,,,,,,"50013","49637","1047","793","0","20","0x0010","0","0","0","0","1","0","0","2048","0x0583","0",
"6",,,,,,,,,,,,,,,,"49637","50013","793","1048","0","32","0x0010","0","0","0","0","1","0","0","2048","0xc64b","0",
"4","20",,"0x0000","0x02","0","1","0","0","64","17","0x33fc","192.168.1.2","142.250.182.14","62","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x0000","0x02","0","1","0","0","64","17","0x33fc","192.168.1.2","142.250.182.14","62","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x0000","0x02","0","1","0","0","56","17","0x3bff","142.250.182.14","192.168.1.2","59","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x0000","0x02","0","1","0","0","56","17","0x3bf9","142.250.182.14","192.168.1.2","65","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x0000","0x02","0","1","0","0","56","17","0x3bf9","142.250.182.14","192.168.1.2","65","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x0000","0x02","0","1","0","0","64","17","0x33fb","192.168.1.2","142.250.182.14","63","0x00",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4","20",,"0x0000","0x02","0","1","0","0","64","17","0x33fc","192.168.1.2","142.250.182.14","62","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x0000","0x02","0","1","0","0","56","17","0x3c04","142.250.182.14","192.168.1.2","54","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x0000","0x02","0","1","0","0","64","17","0x33fc","192.168.1.2","142.250.182.14","62","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x0000","0x02","0","1","0","0","56","17","0x3c04","142.250.182.14","192.168.1.2","54","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x0000","0x02","0","1","0","0","64","17","0x33fc","192.168.1.2","142.250.182.14","62","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x0000","0x02","0","1","0","0","56","17","0x3c04","142.250.182.14","192.168.1.2","54","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x0000","0x02","0","1","0","0","64","17","0x33fc","192.168.1.2","142.250.182.14","62","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x0000","0x02","0","1","0","0","56","17","0x3c04","142.250.182.14","192.168.1.2","54","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x0000","0x02","0","1","0","0","64","17","0x33fc","192.168.1.2","142.250.182.14","62","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x245c","0x00","0","0","0","0","64","6","0x287e","192.168.1.2","34.237.73.95","40","0x00","49556","443","1","1","0","20","0x0010","0","0","0","0","1","0","0","2048","0x3546","0",
"4","20",,"0x0000","0x02","0","1","0","0","64","6","0x0bd3","192.168.1.2","34.237.73.95","301","0x02","49556","443","2","1","249","32","0x0018","0","0","0","1","1","0","0","2048","0xc5eb","0",
"4","20",,"0x0000","0x02","0","1","0","0","56","17","0x3c04","142.250.182.14","192.168.1.2","54","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x0000","0x02","0","1","0","0","64","17","0x33fc","192.168.1.2","142.250.182.14","62","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x0000","0x02","0","1","0","0","56","17","0x3c04","142.250.182.14","192.168.1.2","54","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x7814","0x02","0","1","0","0","237","6","0xe798","34.237.73.95","192.168.1.2","52","0x20","443","49556","1","2","0","32","0x0010","0","0","0","0","1","0","0","248","0x2118","0",
"4","20",,"0x7815","0x02","0","1","0","0","237","6","0xe686","34.237.73.95","192.168.1.2","323","0x22","443","49556","1","251","271","32","0x0018","0","0","0","1","1","0","0","251","0x74e0","0",
"4","20",,"0x0000","0x02","0","1","0","0","64","6","0x0cce","192.168.1.2","34.237.73.95","52","0x00","49556","443","251","272","0","32","0x0010","0","0","0","0","1","0","0","2043","0x670b","0",
"4","20",,"0x0000","0x02","0","1","0","0","64","17","0x33fc","192.168.1.2","142.250.182.14","62","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x0000","0x02","0","1","0","0","64","17","0x33fc","192.168.1.2","142.250.182.14","62","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x0000","0x02","0","1","0","0","56","17","0x3c04","142.250.182.14","192.168.1.2","54","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x0000","0x02","0","1","0","0","56","17","0x3c03","142.250.182.14","192.168.1.2","55","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x0000","0x02","0","1","0","0","64","17","0x33fc","192.168.1.2","142.250.182.14","62","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x0000","0x02","0","1","0","0","64","17","0x33fc","192.168.1.2","142.250.182.14","62","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x0000","0x02","0","1","0","0","56","17","0x3c03","142.250.182.14","192.168.1.2","55","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x0000","0x02","0","1","0","0","56","17","0x3c01","142.250.182.14","192.168.1.2","57","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0xfb88","0x02","0","1","0","0","42","6","0xfd3d","54.227.95.54","192.168.1.2","76","0x22","443","49890","49","57","24","32","0x0018","0","0","0","1","1","0","0","530","0x1d6e","0",
"4","20",,"0x0000","0x02","0","1","0","0","64","6","0xe300","192.168.1.2","54.227.95.54","52","0x00","49890","443","57","73","0","32","0x0010","0","0","0","0","1","0","0","2048","0x1c42","0",
"4","20",,"0x0000","0x02","0","1","0","0","64","6","0xe2e2","192.168.1.2","54.227.95.54","80","0x02","49890","443","57","73","28","32","0x0018","0","0","0","1","1","0","0","2048","0x1f66","0",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4","20",,"0xfb89","0x02","0","1","0","0","42","6","0xfd56","54.227.95.54","192.168.1.2","52","0x20","443","49890","73","85","0","32","0x0010","0","0","0","0","1","0","0","530","0x210b","0",
"4","20",,"0xdc7b","0x02","0","1","0","0","255","17","0xfc69","192.168.1.10","224.0.0.251","89","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x0000","0x02","0","1","0","0","64","17","0x33fc","192.168.1.2","142.250.182.14","62","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x0000","0x02","0","1","0","0","56","17","0x3c01","142.250.182.14","192.168.1.2","57","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x18ac","0x00","0","0","0","0","1","17","0xfe16","192.168.1.2","224.0.0.251","133","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x98b5","0x00","0","0","0","0","255","17","0x9e0c","192.168.1.6","192.168.1.2","466","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0xb343","0x02","0","1","0","0","242","6","0x6c0c","13.248.153.165","192.168.1.2","94","0x02","443","49718","1","1","42","32","0x0018","0","0","0","1","1","0","0","266","0x6bb4","0",
"4","20",,"0x0000","0x02","0","1","0","0","64","6","0xd17c","192.168.1.2","13.248.153.165","52","0x00","49718","443","1","43","0","32","0x0010","0","0","0","0","1","0","0","2047","0x6fd1","0",
"4","20",,"0x0000","0x02","0","1","0","0","64","6","0xd14c","192.168.1.2","13.248.153.165","98","0x02","49718","443","1","43","46","32","0x0018","0","0","0","1","1","0","0","2048","0x04ab","0",
"4","20",,"0xb344","0x02","0","1","0","0","242","6","0x6c37","13.248.153.165","192.168.1.2","52","0x00","443","49718","43","47","0","32","0x0010","0","0","0","0","1","0","0","266","0x7632","0",
"4","20",,"0x8535","0x00","0","0","0","0","64","6","0x4afa","192.168.1.2","18.161.214.85","40","0x00","49852","443","1","1","0","20","0x0010","0","0","0","0","1","0","0","2048","0x5b35","0",
"4","20",,"0xbd2b","0x00","0","0","0","0","244","6","0x5ef7","18.161.214.85","192.168.1.2","52","0x00","443","49852","1","2","0","32","0x0010","0","0","0","0","1","0","0","133","0xd1ce","0",
"4","20",,"0xcf7d","0x00","0","0","0","0","64","6","0x43de","192.168.1.2","13.248.151.210","40","0x00","49554","443","1","1","0","20","0x0010","0","0","0","0","1","0","0","2048","0x4ee0","0",
"6",,,,,,,,,,,,,,,,"50013","49637","1048","793","349","32","0x0018","0","0","0","1","1","0","0","157","0x079e","0",
"6",,,,,,,,,,,,,,,,"49637","50013","793","1397","0","32","0x0010","0","0","0","0","1","0","0","2048","0x755c","0",
"6",,,,,,,,,,,,,,,,"49637","50013","793","1397","264","32","0x0018","0","0","0","1","1","0","0","2048","0xca9d","0",
"6",,,,,,,,,,,,,,,,"50013","49637","1397","1057","0","32","0x0010","0","0","0","0","1","0","0","157","0x7bb0","0",
"4","20",,"0x0430","0x02","0","1","0","0","242","6","0x1d1f","13.248.151.210","192.168.1.2","52","0x00","443","49554","1","2","0","32","0x0010","0","0","0","0","1","0","0","179","0xe78e","0",
"4","20",,"0x0a0e","0x02","0","1","0","0","55","6","0xe405","162.247.241.14","192.168.1.2","52","0x00","443","49562","403","1058","0","32","0x0010","0","0","0","0","1","0","0","8","0x091d","0",
"4","20",,"0x0000","0x02","0","1","0","0","64","6","0xe513","192.168.1.2","162.247.241.14","52","0x00","49562","443","1058","404","0","32","0x0010","0","0","0","0","1","0","0","2048","0x3dc4","0",
"4","20",,"0xfdd9","0x02","0","1","0","0","55","6","0xaf22","104.17.107.108","192.168.1.2","466","0x02","443","49232","1","1","414","32","0x0018","0","0","0","1","1","0","0","8","0x180d","0",
"4","20",,"0x0000","0x02","0","1","0","0","64","6","0xa59c","192.168.1.2","104.17.107.108","52","0x00","49232","443","1","415","0","32","0x0010","0","0","0","0","1","0","0","2041","0xea88","0",
"4","20",,"0x0000","0x02","0","1","0","0","64","6","0xa43d","192.168.1.2","104.17.107.108","401","0x02","49232","443","1","415","349","32","0x0018","0","0","0","1","1","0","0","2048","0x3617","0",
"4","20",,"0xfdda","0x02","0","1","0","0","55","6","0xb0c1","104.17.107.108","192.168.1.2","52","0x00","443","49232","415","350","0","32","0x0010","0","0","0","0","1","0","0","8","0xf112","0",
"6",,,,,,,,,,,,,,,,"50013","49637","1396","1057","0","20","0x0010","0","0","0","0","1","0","0","2048","0x031e","0",
"6",,,,,,,,,,,,,,,,"49637","50013","1057","1397","0","32","0x0010","0","0","0","0","1","0","0","2048","0x70f0","0",
"4","20",,"0x5ddc","0x02","0","1","0","0","255","17","0x7b0f","192.168.1.4","224.0.0.251","89","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x0000","0x02","0","1","0","0","64","17","0x33fc","192.168.1.2","142.250.182.14","62","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x0000","0x02","0","1","0","0","56","17","0x3c01","142.250.182.14","192.168.1.2","57","0x00",,,,,,,,,,,,,,,,,,
"4","20",,"0x3042","0x00","0","0","0","0","64","6","0xfcfc","192.168.1.2","52.205.87.26","40","0x00","49961","443","1","1","0","20","0x0010","0","0","0","0","1","0","0","2048","0x0e79","0",
"4","20",,"0x0000","0x02","0","1","0","0","64","6","0xf6a6","192.168.1.2","157.240.228.60","122","0x00","49553","443","344","1272","70","32","0x0018","0","0","0","1","1","0","0","2048","0x061c","0",
"4","20",,"0x2d93","0x02","0","1","0","0","238","6","0x117f","52.205.87.26","192.168.1.2","52","0x20","443","49961","1","2","0","32","0x0010","0","0","0","0","1","0","0","425","0x51e2","0",
"4","20",,"0x0000","0x02","0","1","0","0","64","6","0xf6a6","192.168.1.2","157.240.228.60","122","0x00","49553","443","344","1272","70","32","0x0018","0","0","0","1","1","0","0","2048","0x055f","0",
"4","20",,"0xbb06","0x02","0","1","0","0","85","6","0x26e6","157.240.228.60","192.168.1.2","52","0x00","443","49553","1272","414","0","32","0x0010","0","0","0","0","1","0","0","334","0xa8fa","0",
"4","20",,"0xbb07","0x02","0","1","0","0","85","6","0x26e5","157.240.228.60","192.168.1.2","52","0x00","443","49553","1272","414","0","32","0x0010","0","0","0","0","1","0","0","334","0xa83d","0",
"4","20",,"0xacf3","0x00","0","0","0","0","64","6","0xf8f8","192.168.1.2","74.125.200.188","40","0x00","49550","5228","1","1","0","20","0x0010","0","0","0","0","1","0","0","2048","0xe3e8","0",
"4","20",,"0x03ef","0x00","0","0","0","0","119","6","0x6a71","74.125.200.188","192.168.1.2","52","0x80","5228","49550","1","2","0","32","0x0010","0","0","0","0","1","0","0","270","0x6232","0",
"4","20",,"0xbb08","0x02","0","1","0","0","85","6","0x269c","157.240.228.60","192.168.1.2","124","0x00","443","49553","1272","414","72","32","0x0018","0","0","0","1","1","0","0","334","0xa900","0",
"4","20",,"0x0000","0x02","0","1","0","0","64","6","0xf6ec","192.168.1.2","157.240.228.60","52","0x00","49553","443","414","1344","0","32","0x0010","0","0","0","0","1","0","0","2046","0x9f3e","0",
"4","20",,"0x9f65","0x00","0","0","0","0","64","6","0x905d","192.168.1.2","104.17.33.82","40","0x00","49965","443","1","1","0","20","0x0010","0","0","0","0","1","0","0","2048","0x6531","0",
"4","20",,"0xabff","0x02","0","1","0","0","55","6","0x4cb7","104.17.33.82","192.168.1.2","52","0x00","443","49965","1","2","0","32","0x0010","0","0","0","0","1","0","0","8","0x301f","0",
